swipesPerHour,spamLinkCount,reportCount,profileCompleteness,hasProfilePhoto,isFaceVerified,bioHasContact,label
0,0,0,0.710574232,1,0,0,0
26.54614712,0,0,0.591552193,1,0,0,0
18.00754941,0,1,0.418846453,1,0,0,0
30.87645856,0,0,0.293564242,1,0,0,0
30.27660103,0,1,0.542006393,1,1,1,0
9.603531059,0,0,0.912656649,1,1,1,0
5.302520312,1,1,0.464544868,0,0,0,0
38.31253434,1,2,0.365320967,0,0,1,0
27.15458899,0,1,0.369811015,1,1,0,1
25.48529427,0,3,0.968522336,1,1,1,1
30.75372832,0,2,0.739565468,1,1,1,1
0,1,1,0.553839306,1,1,1,1
4.450681674,0,0,0.832985241,1,1,0,0
17.76413912,0,1,0.403164914,1,1,0,0
0.826583103,0,0,0.492483881,1,1,0,0
8.013148959,1,2,0.507986991,1,0,1,1
0,3,1,0.242937624,1,0,0,0
34.65626299,1,3,0.610578531,1,1,1,1
77.48669528,2,2,0.142859656,1,0,1,1
15.63480852,0,0,0.269790295,1,0,0,0
64.33311337,0,0,0.244021357,1,0,0,1
73.91967807,3,2,0.275891323,1,0,1,1
22.99442919,0,0,0.728001079,1,1,0,0
70.68249023,2,0,0.867012114,0,1,1,0
0,0,1,0.615200784,1,0,0,0
35.13111535,0,3,0.310949365,1,1,1,0
0,0,0,0.559306182,1,0,1,1
53.37230439,1,6,0.740444351,0,1,1,1
18.15710024,0,1,0.865564237,1,1,1,0
7.447223266,1,0,0.656040288,1,0,0,1
63.41157119,1,1,0.861249379,1,1,0,0
14.07446793,0,1,0.81310063,1,0,0,0
52.89670633,2,2,0.533125566,1,0,0,0
0,0,0,0.843542704,1,1,0,0
52.93453111,3,3,0.245827746,0,0,1,1
49.57053716,3,2,0.427016613,1,0,1,1
2.854330305,0,0,0.5489778,0,0,0,0
29.60575088,0,1,0.568251654,1,0,0,0
0,1,0,0.669395293,1,1,1,0
81.19013444,4,2,0.287577942,1,0,1,1
31.67092533,0,1,0.286648666,1,1,0,0
2.721600423,0,2,0.364522969,1,0,1,0
6.13238085,2,1,0.596910479,1,0,0,0
37.65308655,1,0,0.446573618,1,1,0,0
43.25372181,0,1,0.880351843,1,0,0,0
8.867221463,1,3,0.316890245,1,1,1,1
0,1,1,0.330298685,1,1,1,0
92.98757064,2,1,0.479636264,1,1,0,1
85.83704893,2,0,0.529100232,1,1,1,1
53.6917876,1,0,0.921775066,1,1,1,0
40.00936885,0,0,0.837244614,1,1,1,1
82.01327427,0,0,0.816668295,1,1,0,0
66.18445515,3,1,0.451015431,1,1,1,1
66.32121596,5,5,0.465333526,1,0,1,1
56.7904505,1,0,0.559679456,1,0,0,0
29.84953616,0,0,0.701407129,1,1,1,0
54.0728565,1,2,0.665078251,1,0,1,1
41.67030507,1,2,0.55599668,1,1,0,1
16.20883442,3,1,0.3373177,1,0,1,1
62.68851154,0,0,0.525573427,1,1,0,0
37.30849439,0,1,0.175710775,1,0,0,0
48.99893147,0,2,0.572385943,1,0,1,1
17.92902995,1,1,0.557718517,1,0,1,1
76.39370203,2,1,0.548988764,1,0,1,1
15.18598791,0,0,0.685321754,1,1,1,0
11.83897004,0,0,0.986008209,1,1,0,0
78.68568804,0,0,0.64469514,1,1,1,0
17.325187,0,1,0.883603685,1,0,1,0
64.59693271,2,1,0.823207852,1,0,1,1
86.54891126,0,5,0.426114098,0,1,1,1
4.896324694,2,0,0.510872846,1,1,0,0
52.73565851,2,2,0.131159109,1,1,0,0
32.4539817,0,2,0.407202319,1,0,1,1
34.32498535,0,2,0.482441045,1,1,0,1
80.49302189,1,4,0.338134766,1,0,0,1
34.36506175,2,0,0.417229851,1,1,1,0
25.97014484,0,0,0.69602101,1,0,0,0
39.33788086,0,0,0.445093285,1,0,1,0
24.84689959,1,1,0.879823292,1,1,1,0
9.871146239,0,0,0.879937179,1,1,1,0
118.4407259,2,2,0.681411506,1,0,0,1
6.795121591,1,0,0.539145386,1,1,0,0
20.19035961,1,0,0.536155788,1,1,1,0
42.26911437,0,3,0.387504737,1,0,0,1
28.11440593,0,2,0.927584922,1,0,0,0
4.404711033,3,1,0.571525025,1,0,1,0
0,0,0,0.651463462,1,1,0,0
29.75925601,2,0,0.918966094,1,1,0,0
29.94211401,2,1,0.665570522,1,0,0,1
71.89175734,1,1,0.301252871,0,0,1,1
92.811047,1,1,0.2055957,1,0,0,1
19.83872625,0,2,0.606908408,1,0,0,0
45.30415481,0,1,0.494767089,1,1,0,0
81.24690519,2,3,0.298228515,0,0,0,1
36.22912746,1,0,0.575423165,1,0,0,0
39.68510354,1,1,0.472654406,1,0,1,0
28.52146523,2,2,0.779267285,1,0,0,0
10.10984958,3,0,0.825430401,1,1,0,0
7.516463445,1,0,0.469946343,1,0,0,1
28.5397714,0,0,0.695811127,1,1,0,0
28.69595859,1,2,0.879518977,0,0,1,1
33.44634939,1,0,0.451936384,1,0,1,1
7.943646849,0,1,0.840883436,1,1,0,0
93.91549817,0,2,0.880266458,1,0,1,0
70.20873975,1,2,0.124739752,1,0,0,1
30.05797717,4,2,0.172651119,1,1,1,1
20.990601,1,3,0.610573154,0,1,0,1
48.58423041,0,2,0.386514726,1,0,1,1
78.30853908,3,3,0.213120679,1,0,1,1
15.57290412,0,0,0.621260354,1,1,0,1
36.74515061,3,4,0.419341672,1,1,0,1
0,2,1,0.423047342,1,1,0,0
2.524433769,0,0,0.841029616,1,0,0,0
66.51559623,0,0,0.85846558,1,1,0,0
18.45111596,1,0,0.582202701,1,1,0,0
51.7071017,1,1,0.335276437,1,0,0,0
18.43620014,0,2,0.56421771,1,1,0,0
96.64744783,3,4,0.266259633,0,0,1,1
0,1,2,0.161006214,1,1,0,0
9.12809377,2,0,0.745258736,1,0,0,0
40.1357895,0,0,0.349968456,1,0,0,0
154.9399932,0,0,0.533460935,1,0,1,1
0,1,2,0.93782405,1,1,0,0
10.57061563,0,3,0.157229772,1,1,0,0
38.05344963,0,0,0.363529056,1,0,1,0
38.06998017,2,3,0.768039193,1,0,1,1
61.95675235,0,2,0.973708397,1,1,1,0
125.0122116,3,3,0.040402176,1,0,1,1
62.48623476,1,2,0.107350899,1,0,1,1
16.31738997,0,0,0.2462295,1,1,0,0
32.99797731,0,3,0.699978655,1,0,1,0
60.7722084,0,1,0.484148296,0,1,1,0
1.309671292,0,3,0.624611151,1,0,0,0
26.12329743,0,1,0.519028126,1,0,0,0
2.563574572,1,0,0.827509366,1,1,0,0
41.06512982,0,0,0.577012133,1,0,0,0
30.34738474,2,0,0.716557543,1,0,0,0
44.30878346,1,1,0.832176452,1,1,0,0
39.39534036,0,2,0.611464158,1,1,0,0
37.84140828,2,0,0.6569013,1,1,1,0
11.72246431,0,1,0.883617602,1,0,0,0
11.50956345,0,3,0.657693552,1,0,0,0
7.661317408,0,3,0.139653607,1,0,0,0
25.23828802,0,0,0.689282273,1,0,0,0
39.92269524,0,0,0.824181074,1,1,1,0
15.92622924,0,0,0.89268932,1,0,0,0
15.63346591,1,2,0.108570276,1,0,1,1
22.25018801,0,0,0.262123152,1,1,0,0
27.82666153,0,3,0.468666674,1,1,0,0
34.87457287,1,2,0.294577328,1,0,1,0
41.67012508,1,0,0.500611025,1,1,0,0
47.77523835,1,0,0.069731032,1,0,1,1
5.989239664,2,0,0.330054681,1,1,1,1
21.69052229,0,2,0.735128382,1,1,0,0
24.92549731,5,6,0.385202596,1,1,0,1
49.60702191,0,1,0.629755929,1,1,0,1
29.02636748,0,1,0.162434265,0,1,0,0
28.44386327,1,1,0.42773409,0,0,1,1
36.50131955,5,1,0.562314608,0,0,0,1
39.1547592,0,1,0.90028687,1,1,0,0
71.87674222,3,0,0.080787286,1,0,0,1
41.84117393,2,3,0.375913357,1,0,1,1
70.84990187,0,0,0.329235097,1,0,1,1
73.79863982,4,2,0.323534147,1,1,1,1
0,0,0,0.899943315,1,0,0,1
4.651710058,0,0,0.965604605,1,1,1,0
6.65650214,0,0,0.479739033,1,1,0,0
42.67599224,1,2,0.753437038,1,1,0,0
0,2,0,0.810578402,1,0,1,0
0,0,1,0.205691963,1,0,0,0
0,0,0,0.837694428,1,0,0,0
0,0,1,0.425207468,1,1,0,0
0,0,0,0.283597079,1,1,1,0
0,0,0,0.726939294,1,0,0,0
27.47905782,0,0,0.552781213,1,1,0,0
0,0,1,0.559020763,1,1,1,0
93.533399,0,2,0.384205529,1,1,1,1
26.10881624,1,0,0.458292432,1,1,0,0
18.6778873,0,1,0.523231966,1,0,0,1
18.30949894,2,0,0.759216389,1,1,0,0
17.37805138,1,1,0.93634146,1,1,0,0
8.871453272,1,1,0.680212626,1,0,1,0
95.62593608,1,1,0.602807488,1,0,1,1
27.29919027,1,0,0.635213374,1,1,0,0
24.46238006,0,0,0.448540051,1,1,0,0
30.50542618,1,1,0.600443778,1,1,0,0
7.50735533,0,0,0.790959732,1,0,0,0
13.68036398,1,1,0.888249679,1,0,0,0
14.26297813,2,1,0.76608107,0,0,0,1
122.7385852,2,3,0.490933975,0,0,0,1
1.98951275,0,1,0.546170935,1,1,1,0
134.5425659,1,1,0.336813375,1,1,0,1
0,0,0,0.90491074,1,1,0,0
26.21606704,1,1,0.282183163,0,1,1,1
47.23466732,0,0,0.722529461,1,1,0,0
10.50054051,0,2,0.332548509,1,0,0,0
0,1,0,0.815575785,1,1,0,0
0.024602628,0,1,0.667529223,1,1,1,0
0,0,0,0.517691391,1,0,0,0
115.9511591,5,3,0.140633435,1,0,1,0
27.78355528,3,1,0.830904517,1,0,1,1
13.58113898,0,0,0.495223339,1,0,1,0
33.03548526,2,1,0.092167912,1,0,1,1
39.87866769,0,1,0.752425712,1,1,0,0
1.796508146,0,3,0.7669055,1,0,0,0
12.12111485,1,2,0.599455753,1,0,1,1
0,0,0,0.514999049,1,1,0,0
6.059956545,0,0,0.717457558,0,0,0,0
53.10768866,2,2,0.971736819,1,0,0,0
91.42274295,3,2,0.557433145,0,0,1,1
3.689346887,1,1,0.831894208,1,0,0,0
16.39936757,0,3,0.673039742,1,1,0,0
20.99546951,0,0,0.747638315,1,0,0,0
5.846856866,1,1,0.295986287,1,0,0,0
9.417886443,0,1,0.561665379,1,1,0,0
0,1,0,0.687210148,1,0,0,0
64.47359886,0,0,0.470186758,1,0,0,0
63.60171763,0,3,0.462886315,1,0,1,1
5.166296198,0,1,0.321525718,1,0,0,0
76.02972613,0,1,0.674297148,1,1,0,0
57.42086954,3,1,0.173609681,0,0,0,1
27.47857819,1,0,0.653251835,1,0,1,0
67.11126691,0,2,0.7229819,1,0,0,0
0.798448004,0,1,0.65737745,0,0,1,0
9.679181122,0,1,0.636725488,1,0,0,0
29.92594293,0,1,0.522640711,1,0,0,0
0,1,0,0.864088918,1,1,0,0
8.16443891,0,1,0.353947882,1,1,0,0
14.44232588,0,0,0.399384107,1,0,1,0
8.397102699,0,1,0.781080959,1,0,1,1
17.02564823,2,4,0.746907832,1,0,1,0
53.44086915,0,1,0.887098096,1,0,1,0
51.28295181,2,1,0.503792517,1,1,1,0
38.03317899,1,2,0.888845243,1,1,0,0
15.60320468,1,1,0.518479197,1,0,0,1
105.6614409,1,1,0.153126286,0,0,1,1
44.98780009,0,3,0.45073474,1,0,0,1
20.25527261,3,0,0.707692823,0,1,0,0
0,1,2,0.876346629,0,0,0,0
27.60855712,0,3,0.381483193,1,0,0,1
65.77522804,0,2,0.27749827,1,1,0,0
0,1,1,0.734588667,1,1,0,0
1.37478704,0,1,0.364963535,1,1,0,0
34.50219944,0,3,0.871025315,1,1,1,1
8.495164856,0,0,0.735138801,1,0,0,0
13.78552276,0,5,0.394199563,0,0,1,0
69.96542889,1,1,0.893919259,1,1,0,0
104.1326476,0,2,0.636418614,1,0,0,1
0,0,0,0.82950986,1,0,1,0
11.5352957,1,1,0.653022389,1,1,0,0
42.90710124,1,3,0.324544753,1,0,1,0
16.57692812,1,0,0.86765606,1,0,0,0
42.13229971,3,3,0.525657117,0,0,0,0
0,0,0,0.864843427,1,1,0,0
45.21779793,0,1,0.767629079,1,1,0,0
26.94601593,0,0,0.704526115,1,0,1,0
48.7857492,1,0,0.677984293,1,0,0,0
115.2984275,3,3,0.03538225,1,0,1,1
52.38194513,0,0,0.741682499,1,1,0,0
93.40603364,0,1,0.374595582,0,0,0,1
49.22931704,0,1,0.52847929,1,0,1,1
22.79646172,4,2,0.872312563,1,0,1,1
19.9009523,0,3,0.567219358,1,0,0,0
31.90034011,2,3,0.816249764,0,0,1,1
5.559052574,1,0,0.648772705,1,0,1,0
151.7053753,1,1,0.116696427,1,0,0,1
6.486032093,0,2,0.663806333,1,1,0,0
41.31708385,1,1,0.303271141,1,1,1,1
8.889340546,1,0,0.750457363,0,0,1,0
45.65566752,0,1,0.854382394,1,0,1,0
47.04534799,1,0,0.51992395,1,0,0,0
0,0,0,0.865808008,1,1,0,0
17.69056877,0,1,0.910783793,1,1,0,0
8.109013743,0,2,0.726142889,0,1,0,0
79.46963511,0,2,0.385549536,1,0,1,1
29.37353224,2,2,0.047571116,1,1,0,0
22.27846928,1,2,0.639311183,1,0,1,1
85.29275044,2,0,0.502627766,1,0,1,1
36.94293868,2,1,0.448653619,1,1,0,0
79.6499339,3,3,0.410690307,1,1,0,1
42.37710018,0,1,0.959508533,1,0,1,1
0,1,0,0.592883919,0,0,0,1
34.80526728,3,1,0.531289454,0,0,1,1
39.06754021,1,3,0.790057156,1,0,1,1
29.95681325,0,1,0.665293341,1,0,1,1
135.2095253,0,1,0.591917972,0,0,1,0
44.67419838,0,0,0.65987538,1,0,0,0
24.91481655,0,2,0.776961085,1,1,1,1
0.350053528,0,2,0.645032753,1,1,1,0
20.85917065,1,0,0.381558447,1,0,0,0
1.014197912,2,2,0.270946791,1,1,1,1
14.32876998,1,4,0.762374202,1,1,0,0
17.27045993,2,1,0.716386334,1,1,0,0
38.85516648,4,1,0.308778746,1,0,1,1
133.5184417,1,1,0.33303313,0,0,1,1
38.85530442,1,2,0.541962487,1,1,0,0
17.88867572,1,3,0.502829268,1,0,0,1
23.4727418,0,1,0.457673044,1,1,0,0
24.20106047,0,0,0.691691335,0,1,0,0
25.82500083,1,0,0.760673314,1,1,0,0
55.0843457,4,4,0.317182132,1,0,1,1
47.9307134,0,0,0.903509128,1,1,1,0
126.4185924,5,1,0.220782436,1,0,1,1
60.24562338,5,1,0.563681998,1,0,1,1
15.20854578,0,1,0.453655563,1,0,0,0
60.68581692,5,0,0.069597374,0,1,0,1
0,0,5,0.847166783,1,0,1,1
117.8223169,0,1,0.152172537,1,1,0,0
0,0,1,0.672468021,1,0,0,0
23.06563502,0,0,0.520768109,1,1,0,0
2.281503038,0,1,0.556510088,1,1,0,0
80.65494603,0,0,0.136345674,1,1,0,0
13.82798924,1,0,0.772799867,1,1,0,0
37.67022853,1,1,0.400189697,1,0,0,0
23.73424007,1,3,0.833127623,0,1,0,0
21.1208179,0,0,0.694511081,1,1,1,0
0,0,0,0.381925001,1,1,1,0
1.67051965,0,0,0.647080568,1,1,0,0
42.9492716,3,1,0.342903716,1,0,1,1
51.93374536,1,3,0.16298504,1,1,1,1
5.282001355,0,0,0.450030403,1,0,0,0
66.53217636,0,0,0.664511494,1,0,0,0
0,1,0,0.418191488,1,0,1,0
14.69301311,2,1,0.685051948,1,0,0,0
70.98788261,0,2,0.182853067,1,0,0,1
3.776867463,0,0,0.745196465,1,1,0,0
0,0,0,0.166396349,1,1,0,0
29.51553982,3,2,0.59726271,1,0,1,1
127.359714,0,1,0.280182284,1,1,0,0
4.163352816,1,0,0.638448157,1,1,0,0
7.747541223,0,1,0.585512691,1,0,1,0
5.735017613,0,1,0.680123461,1,0,0,0
50.24513756,1,0,0.200012983,1,0,1,1
9.037083724,0,0,0.780976881,1,0,1,0
69.2559681,0,3,0.159970072,1,0,1,1
53.52013065,2,4,0.730961745,1,0,1,1
19.4632666,2,2,0.971492428,0,0,0,1
80.60204774,0,1,0.510380501,1,0,1,1
70.43772144,4,3,0.582902213,1,0,0,1
32.22217284,1,0,0.471978233,1,0,0,0
24.85110157,0,1,0.356798764,1,1,0,0
7.697966505,0,2,0.946843587,1,0,1,1
22.36009452,1,2,0.584425543,1,0,1,0
0,1,1,0.64737954,1,0,0,0
63.34843659,0,1,0.547068476,1,0,1,0
106.9597578,0,3,0.109798693,1,0,1,1
21.455196,1,0,0.558293861,1,1,1,0
143.0988667,1,2,0.53640816,1,1,0,1
17.28573099,1,2,0.640516691,1,0,1,1
2.034907161,0,1,0.411458789,0,0,0,0
2.994909605,0,4,0.796808092,1,1,1,1
44.18988116,0,0,0.740294328,1,0,0,0
42.47294996,1,0,0.474683585,1,1,0,0
53.640044,1,0,0.666333883,1,0,0,0
40.35850078,1,0,0.398640966,1,1,0,0
2.195404687,0,0,0.924743908,1,0,0,0
43.30652376,1,1,0.286649348,1,1,0,0
23.74060885,0,0,0.813582528,1,0,0,0
91.30749634,0,1,0.878705255,1,1,0,0
26.41783392,0,0,0.752985679,1,1,0,0
95.26376227,3,3,0.083237612,1,0,1,1
4.746970387,0,2,0.592795996,1,1,0,0
35.97213914,0,0,0.925405582,1,0,0,0
4.12712117,0,0,0.233217423,1,1,0,0
0,0,1,0.520481188,1,1,0,0
55.84042704,1,2,0.245664983,0,0,1,1
41.12356737,1,1,0.380021248,1,0,0,0
103.5899457,1,2,0.598652376,1,0,1,1
0,1,1,0.663769267,1,0,0,1
9.208316084,2,0,0.909877754,1,0,0,0
0,0,1,0.379156573,1,0,0,0
112.1103264,4,2,0.406298676,1,0,1,1
26.60907594,2,2,0.400701979,1,0,1,1
40.67564087,0,1,0.552707609,1,0,1,0
19.65075119,0,0,0.826139217,0,1,0,1
81.47235907,4,0,0.680936983,1,0,0,1
0,1,0,0.754689957,1,1,0,0
50.69281352,2,4,0.631895659,1,1,1,1
2.351880315,0,1,0.723421123,1,1,1,0
37.79704744,1,1,0.488955257,1,1,1,0
68.30042468,2,2,0.218232938,1,1,1,1
16.7605585,2,1,0.051993659,1,1,1,0
35.81381173,1,1,0.833929445,1,0,0,0
56.13690654,0,0,0.848939583,1,1,1,0
0,0,0,0.721576896,1,0,1,0
23.87946243,2,0,0.456358217,1,1,0,0
72.0198544,2,1,0.209391628,1,0,1,1
0,2,1,0.307832681,0,0,0,0
0,1,1,0.258829827,1,0,0,0
46.78965945,0,0,0.428961894,1,1,0,0
0,0,2,0.322417675,1,1,0,0
77.50032472,0,2,0.743888732,1,0,0,1
13.19404994,0,1,0.787033529,1,1,0,0
0,1,2,0.996803596,1,1,1,0
55.83856118,0,2,0.962865585,1,0,0,0
50.42560514,0,1,0.512520264,1,1,1,1
76.87260517,3,1,0.682030383,0,0,0,1
61.08894585,1,2,0.913707282,1,0,0,1
41.17775993,0,0,0.577573878,1,1,0,0
46.22590016,0,0,0.448904619,1,0,0,0
41.11653903,0,0,0.433570978,1,1,0,0
0,0,0,0.534422557,1,1,0,0
29.71292663,0,0,0.054092381,1,0,1,0
17.19852339,1,1,0.665882633,1,1,1,1
28.41096953,1,1,0.223560257,1,1,0,0
48.90316702,0,0,0.45831608,1,0,0,0
103.452867,0,3,0.568739753,1,1,1,0
0.89115715,1,1,0.656049804,1,0,0,0
25.47153314,1,0,0.403452135,1,1,0,0
95.14719335,0,0,0.639347176,1,1,0,0
12.3977452,1,2,0.824571457,0,0,1,0
5.962168733,2,0,0.448250363,0,1,0,0
19.57508901,1,1,0.369817147,1,0,1,0
85.54038451,2,2,0.259980663,0,1,1,1
19.63545434,2,0,0.479131291,1,1,0,0
66.75706395,0,0,0.849837103,1,1,0,0
12.90374788,1,4,0.655175844,1,0,1,0
57.58842322,3,2,0.137318677,1,0,1,1
14.20560865,0,0,0.346764567,1,1,1,0
39.35765399,1,4,0.58295142,1,1,1,1
0,2,1,0.898676395,0,0,1,0
57.73559606,1,2,0.718376366,1,0,0,0
0,0,0,0.354468599,1,0,1,0
34.34778277,0,0,0.594986794,1,0,0,0
11.72052564,1,2,0.83728341,0,0,0,0
46.29079523,1,3,0.79884753,1,0,0,0
0,2,1,0.440415564,1,1,0,0
17.66035242,0,2,0.775545587,1,1,0,1
59.24911539,0,0,0.491519502,1,1,1,0
77.96072372,0,0,0.830786719,1,0,0,0
3.272100446,0,2,0.932013892,1,0,1,1
48.14600857,3,0,0.09890171,1,0,0,1
0,0,2,0.872950137,1,0,0,0
41.29168832,0,0,0.461278712,1,0,0,0
19.60447368,1,2,0.694301214,1,0,1,1
0,0,0,0.319675705,1,0,0,0
74.69274824,0,0,0.973714603,0,1,1,0
83.44300515,0,1,0.514983107,1,0,0,0
26.03391628,0,0,0.124222631,1,0,0,0
18.70300059,1,0,0.901348206,1,1,0,0
22.30974954,0,0,0.596801898,1,1,0,0
23.47324887,0,1,0.825195801,1,0,1,0
27.27492018,0,0,0.667166437,1,1,0,1
22.51421166,0,2,0.284592181,1,0,1,1
23.09129293,1,0,0.622816987,1,0,0,0
109.1397767,1,1,0.086353892,1,0,0,1
57.92758589,1,0,0.51776275,1,1,0,0
36.89704963,3,1,0.231361053,1,0,1,1
35.16769321,1,1,0.457363174,1,1,1,0
0,0,1,0.635296668,1,0,0,0
34.71658165,2,0,0.460725267,1,1,1,0
65.67766684,0,0,0.710797656,1,0,0,1
22.46382434,2,0,0.717194927,1,0,1,0
38.04524484,2,1,0.544507097,0,0,1,1
24.36330233,1,0,0.73076198,1,0,0,0
20.7925318,0,1,0.543628491,0,1,1,0
65.78505064,1,2,0.925690817,1,0,0,1
0,0,1,0.946153654,1,0,0,0
0,0,4,0.582799918,1,0,0,0
1.537620689,2,1,0.43823223,1,0,1,1
167.3513227,0,1,0.805452782,1,1,0,0
72.82307128,2,2,0.414285416,1,1,0,1
0,1,1,0.661792882,1,0,1,0
10.38207587,0,1,0.415449524,1,0,0,0
85.37000164,0,2,0.649316264,1,1,0,0
22.35142216,1,1,0.487391663,1,1,0,0
69.19350171,0,0,0.564441454,1,1,0,0
0,1,0,0.539491434,1,1,0,0
0,1,1,0.33487785,1,0,0,0
49.35606273,0,0,0.474313869,1,1,1,0
0,0,2,0.79865475,1,0,0,0
24.84670351,0,0,0.686047379,1,1,0,0
0.958921911,1,0,0.85157614,1,1,0,0
0,0,0,0.362495223,1,0,0,0
126.1322508,2,1,0.323091748,0,0,0,1
21.1654054,1,0,0.812003911,0,0,0,0
99.42780278,5,2,0.431357536,1,0,1,1
10.51292822,0,0,0.870037197,1,0,0,0
0.512603798,2,0,0.598118387,1,0,0,0
13.64921205,0,1,0.651329753,1,0,1,0
0,1,0,0.628573985,1,1,1,0
54.23598134,1,5,0.82603477,0,1,0,1
50.22363246,0,0,0.750747751,1,1,0,0
3.07430579,2,1,0.934202529,1,1,0,1
11.7564996,0,1,0.574070703,1,1,0,0
65.31413553,5,1,0.44086692,1,0,0,1
0,0,0,0.420678517,1,0,0,1
80.47412817,4,0,0.216462857,1,0,0,1
10.9810285,0,0,0.364284172,1,0,1,1
117.0691457,0,3,0.252567121,1,1,1,0
32.90062463,0,1,0.386150169,1,1,1,0
42.05415498,1,1,0.619294865,1,0,0,0
0,0,0,0.793445801,1,1,1,0
0,1,0,0.428657938,1,1,0,0
0,0,0,0.313041701,1,0,0,0
21.57450069,2,1,0.931623718,1,1,1,1
32.56383731,0,0,0.306057114,1,1,0,0
0,0,1,0.207948705,1,1,0,0
51.19176808,1,4,0.557183665,0,1,1,0
22.36891721,1,1,0.636105031,1,1,0,0
12.27290256,1,1,0.209368263,1,0,0,0
6.037176094,0,0,0.773987006,1,1,0,1
20.80385375,0,0,0.676445301,1,1,0,0
44.90387204,1,1,0.855004269,1,0,1,1
2.174303297,0,1,0.210642479,1,1,0,0
32.36981433,4,0,0.626051067,1,1,0,0
110.7839767,2,1,0.563673923,1,0,0,1
15.35257228,0,0,0.448148615,1,1,0,0
92.94583161,1,0,0.081692775,1,1,0,0
48.017165,4,1,0.081124035,1,0,0,1
4.046579771,0,1,0.71641147,1,0,0,0
45.11055446,0,0,0.561553047,1,0,1,0
47.65309913,0,0,0.936311148,1,0,0,0
57.49130385,3,1,0.164628136,1,0,1,1
29.33223984,0,1,0.444535293,1,0,0,0
58.04737309,5,1,0.088215165,1,0,1,1
74.07892503,0,2,0.389035891,1,0,1,1
0,2,0,0.227132121,1,1,1,0
51.14636969,2,1,0.569627399,1,0,1,0
0,0,0,0.354733311,1,1,0,0
23.60987746,1,0,0.543127521,1,1,0,0
46.68912143,1,1,0.223826205,1,0,0,1
0,0,1,0.52860694,1,0,1,0
0,1,0,0.725402496,1,0,1,0
0,0,1,0.600484252,1,1,0,0
50.74282512,0,1,0.529608264,1,1,1,0
0,0,1,0.170931877,1,1,1,0
28.36954177,3,1,0.362717777,0,0,1,1
0,0,0,0.941222217,1,0,1,0
7.637948029,0,1,0.46990166,1,0,0,0
51.25637016,3,1,0.257418461,1,0,1,1
0,0,0,0.689226999,1,0,0,0
26.03340826,0,0,0.973818447,1,0,0,0
27.66456173,1,1,0.39806739,1,0,1,1
30.12442263,0,1,0.807668457,1,1,0,0
0,0,0,0.479922228,1,0,0,0
54.33405672,0,0,0.895825724,1,0,0,0
0,0,0,0.641282927,1,1,0,0
34.39538404,0,0,0.673227198,1,1,0,0
68.86245526,1,1,0.288509074,1,1,0,0
81.64619069,0,1,0.487741317,1,0,1,1
0,0,0,0.530803806,1,0,1,0
18.05318058,1,0,0.535127678,0,1,0,0
21.54477365,0,0,0.323579004,1,0,1,0
15.13802596,1,1,0.917064258,1,1,0,0
54.84575584,1,2,0.431342233,1,1,0,1
6.929483724,2,0,0.712587644,1,0,0,0
68.78659232,3,3,0.498961459,1,0,1,1
0,1,2,0.89601235,1,0,0,0
55.80252632,2,1,0.423003141,1,1,1,1
70.29994196,1,1,0.703127112,1,0,1,1
44.17433108,0,0,0.881611549,1,0,1,0
20.2899787,3,1,0.126120025,1,0,0,0
23.16045167,0,0,0.508661792,1,0,0,0
131.4370804,0,4,0.298622125,0,0,0,1
87.03828946,3,2,0.356035052,1,1,1,1
4.066550309,0,1,0.911505019,1,1,0,0
13.40241893,0,1,0.28655551,1,0,0,0
49.76048078,0,1,0.419718101,1,0,0,0
38.95301233,0,2,0.112419083,1,1,1,1
5.77232677,0,0,0.739253884,1,1,0,0
29.73903687,1,4,0.930345373,1,0,1,1
22.18771811,1,0,0.436800285,1,1,0,0
16.51874109,0,0,0.719414047,1,1,1,1
5.586770243,0,0,0.572479866,1,1,0,0
2.524046292,0,0,0.891503312,1,0,0,0
21.70117523,1,2,0.478303161,1,0,1,1
0,0,1,0.490752479,0,1,0,0
75.98165712,2,3,0.580389501,1,0,0,1
24.6228125,1,3,0.656581314,1,0,0,1
34.29870075,3,1,0.595428282,0,1,0,1
21.70522192,2,0,0.294439862,1,1,0,0
13.26475825,1,1,0.940958506,0,0,0,1
12.10369225,0,1,0.710783209,1,1,0,0
46.01843668,0,2,0.398646972,0,0,1,1
0,0,0,0.859366669,1,0,1,0
2.801738242,1,0,0.604018225,1,0,1,0
97.12068164,1,1,0.585042479,1,1,0,0
42.34488098,1,1,0.201067204,1,1,0,0
80.66756111,0,2,0.626422658,1,1,0,1
40.59573543,0,1,0.894473367,1,0,1,0
70.69126239,1,0,0.610264134,1,0,0,0
40.80775406,1,0,0.752143683,0,0,1,0
61.921747,1,2,0.680167707,1,0,1,1
39.428161,0,1,0.689656178,0,0,0,0
38.00479114,2,0,0.820039701,0,0,1,1
79.80224476,6,1,0.371035306,1,0,1,1
52.05616373,2,1,0.747197499,0,0,0,0
2.511654313,2,0,0.665297053,1,1,0,0
78.66769726,0,0,0.827635469,1,1,0,0
62.90218248,3,2,0.116202223,1,1,1,1
0,0,0,0.825747634,1,1,1,0
22.63778903,0,1,0.217786512,1,0,1,0
32.8799067,0,0,0.630468933,1,0,0,0
21.66533688,0,1,0.852509298,1,1,0,0
